Id2,TRACT,BEDROOMS,meanBEDROOMS,totalHouseholds,meanHSize,totalFamilies,meanFamSize,totalAdults,married,neverMarried,totalHispanics,marriedHispanics,totalWhites,marriedWhites,workingMales,workingFemales,percent_nobachelor,percent_bachelor,percent_graduate,percent_bachelorPlus,percent_below_poverty,total_below_povertyPlus,households_1decile,households_2decile,households_3decile,households_4decile,households_5decile,households_6decile,households_7decile,households_8decile,households_9decile,households_topdecile,households_medianIncome,households_meanIncome,meanV
6037101110,1011.1,3778,2.150256118,1645,2.87,1181.0,3.37,3301.0,51.2,32.4,1244.0,47.5,2319.0,53.8,1411.0,1044.0,27.9,11.6,7.8,19.4,14.5,1962.0,3.7,4.7,13.1,12.4,15.6,15.7,10.9,15.6,5.7,2.5,50694.0,68938.0,5.784978757999999
6037101122,1011.22,4131,3.006550218,1218,2.7,928.0,3.1,2573.0,62.0,22.9,304.0,30.6,2175.0,63.6,1189.0,1066.0,27.6,17.9,9.2,27.2,2.7,246.0,4.8,0.0,4.2,2.8,6.2,9.8,17.7,27.9,13.7,13.0,107400.0,120490.0,5.881456777
6037101210,1012.1,3976,1.6833192209999999,2299,2.53,1216.0,3.51,4038.0,37.1,41.9,2434.0,34.5,2078.0,43.3,1956.0,1510.0,19.7,11.5,5.1,16.6,24.0,3270.0,9.3,9.8,7.7,16.5,22.2,15.4,6.3,8.4,1.0,3.4,39502.0,54481.0,5.499270281
6037101220,1012.2,2230,1.7754777069999998,1164,2.49,725.0,3.29,2241.0,55.8,25.9,509.0,70.9,1370.0,55.1,758.0,761.0,25.8,13.5,6.3,19.8,14.2,1092.0,9.3,9.9,9.0,12.8,18.3,18.1,9.9,7.4,3.4,2.0,41129.0,51880.0,5.654569311
6037101300,1013.0,4490,2.859872611,1535,2.84,1065.0,3.34,3542.0,54.3,31.5,365.0,51.2,3116.0,53.7,1134.0,1153.0,21.2,20.4,10.6,31.0,7.3,845.0,6.5,3.2,4.9,2.0,9.5,16.9,23.7,15.4,8.9,9.1,80890.0,90933.0,5.717316529
6037101400,1014.0,3841,2.489306546,1498,2.73,1069.0,3.28,2937.0,43.9,35.6,739.0,29.6,2379.0,50.3,1094.0,986.0,23.6,17.3,10.4,27.7,11.6,1469.0,5.3,7.4,8.5,15.0,8.3,18.0,15.5,8.9,9.7,3.4,60385.0,75420.0,5.782365183
6037102103,1021.03,1975,2.789548023,680,2.72,453.0,3.45,1486.0,50.2,32.5,322.0,49.1,1238.0,51.8,474.0,610.0,20.9,24.8,13.3,38.1,6.5,166.0,4.3,3.8,3.2,1.0,20.6,18.5,22.1,21.2,5.3,0.0,72222.0,76097.0,5.655133037000001
6037102104,1021.04,3759,2.8263157889999997,1294,2.51,916.0,3.09,2534.0,53.1,32.8,454.0,55.5,2092.0,56.3,865.0,1023.0,20.6,26.9,17.0,43.9,6.8,555.0,3.5,5.1,8.7,5.6,7.1,20.2,14.3,18.8,9.4,7.3,74878.0,90206.0,5.820786397000001
6037102105,1021.05,1326,2.298093588,577,3.37,452.0,3.7,1299.0,41.2,39.6,1088.0,36.0,381.0,47.5,600.0,508.0,24.3,13.5,2.5,16.1,17.7,778.0,1.0,5.0,5.4,24.3,18.5,9.9,14.0,15.8,3.3,2.8,46969.0,67755.0,5.757476828
6037102107,1021.07,4115,3.0549368969999997,1258,2.94,957.0,3.33,2967.0,44.0,36.2,833.0,37.6,1866.0,45.2,1149.0,851.0,33.3,23.2,5.5,28.7,14.1,1337.0,4.7,5.5,7.2,6.0,11.2,22.9,13.2,13.4,11.0,5.1,62857.0,80267.0,5.747955864
6037103102,1031.02,4283,2.4988331390000003,1620,3.0,1041.0,3.77,3488.0,45.7,38.0,988.0,46.2,2460.0,46.2,1260.0,1429.0,23.9,18.8,4.5,23.3,9.8,930.0,3.1,7.5,3.6,3.7,13.7,19.0,15.4,21.9,6.9,5.3,74318.0,82727.0,5.822023966000001
6037103200,1032.0,5477,2.4202386209999998,2173,2.76,1342.0,3.44,4842.0,42.0,33.4,1914.0,40.1,2815.0,43.8,1776.0,1143.0,22.1,16.3,7.7,24.1,16.4,2622.0,7.6,8.8,12.4,11.8,6.5,13.5,11.6,23.9,2.9,1.0,60474.0,65495.0,5.856158007
6037103300,1033.0,4408,3.1107974589999996,1204,2.72,799.0,3.16,2613.0,55.5,28.1,299.0,48.5,2340.0,56.1,981.0,857.0,24.5,30.1,11.7,41.8,18.6,823.0,3.2,3.8,2.6,4.6,16.8,14.9,11.6,10.2,13.0,19.3,85676.0,119199.0,5.7689717179999995
6037103400,1034.0,6175,2.4378207659999998,2399,2.74,1515.0,3.53,4899.0,49.6,31.7,1149.0,45.3,3580.0,48.8,1961.0,1989.0,32.7,19.6,6.8,26.5,12.7,1779.0,4.7,3.6,11.0,11.5,7.7,16.3,15.5,16.0,6.7,7.1,62487.0,83546.0,5.7832336579999994
6037104103,1041.03,2897,3.3883040939999995,790,4.93,689.0,5.22,2463.0,46.5,40.0,2287.0,45.3,216.0,38.0,1112.0,823.0,17.5,9.2,3.5,12.7,6.6,1589.0,1.5,1.4,3.5,9.0,10.9,25.9,19.5,20.6,7.0,0.6,71167.0,79120.0,5.902845323999999
6037104105,1041.05,3934,2.5364281109999998,1527,3.82,1341.0,4.05,3425.0,43.5,44.1,3452.0,41.5,346.0,39.6,1473.0,1204.0,14.3,10.8,5.6,16.4,26.7,3417.0,6.9,13.2,17.0,9.0,12.3,15.6,13.9,10.3,0.3,1.5,37792.0,50707.0,5.6197565879999996
6037104108,1041.08,3414,2.402533427,1358,3.62,950.0,4.38,2994.0,40.8,39.9,2935.0,45.3,187.0,31.0,1383.0,926.0,16.6,12.0,1.6,13.5,18.7,2901.0,7.9,9.6,12.0,7.8,18.5,24.3,8.4,10.5,1.0,0.0,45417.0,50046.0,5.803168602
6037104124,1041.24,3626,2.8915470489999997,1240,3.28,977.0,3.44,2969.0,50.1,35.9,1872.0,51.8,1163.0,43.5,1287.0,1016.0,26.2,23.6,6.7,30.3,11.2,1355.0,0.0,3.5,6.9,7.6,12.3,14.3,19.4,24.8,5.2,6.2,81935.0,87977.0,5.746320353
6037104203,1042.03,2945,2.689497717,1034,4.67,860.0,4.84,2709.0,47.6,42.4,3089.0,49.7,23.0,0.0,1537.0,1065.0,11.4,4.5,0.5,5.0,22.4,3053.0,3.6,7.3,12.1,15.9,11.7,29.1,10.5,8.7,1.2,0.0,49107.0,53390.0,5.73859083
6037104204,1042.04,2120,2.8191489360000004,704,4.13,592.0,4.33,2275.0,38.1,43.2,1907.0,41.1,357.0,17.6,878.0,625.0,14.3,7.3,3.2,10.5,28.8,1813.0,3.6,6.3,24.7,4.8,18.3,10.9,10.5,11.1,6.7,3.1,41364.0,61841.0,5.732484215
6037104310,1043.1,2878,3.101293103,858,6.01,793.0,5.58,3271.0,40.5,45.3,3644.0,42.4,46.0,65.2,1434.0,1040.0,8.9,3.9,0.6,4.5,21.5,2908.0,7.3,6.1,11.8,8.9,17.1,18.4,9.3,17.1,2.3,1.6,48529.0,61990.0,5.74051434
6037104320,1043.2,3076,2.478646253,1164,4.55,900.0,5.27,3574.0,36.5,48.5,3955.0,38.7,88.0,18.2,1701.0,1173.0,16.5,5.0,2.0,7.0,20.5,2949.0,9.3,7.2,10.1,16.8,12.7,14.3,13.1,12.0,4.4,0.0,43246.0,54603.0,5.776745925
6037104401,1044.01,2041,2.7730978260000003,705,5.26,608.0,5.48,2127.0,48.9,41.6,2740.0,48.4,51.0,80.4,1068.0,745.0,10.0,5.1,0.8,5.9,23.7,1873.0,7.0,5.1,7.9,9.6,16.5,9.2,25.1,15.6,3.0,1.0,60469.0,65966.0,5.830723202000001
6037104403,1044.03,1692,2.67721519,632,4.62,557.0,4.63,1905.0,48.3,36.5,2263.0,48.0,80.0,62.5,886.0,577.0,11.1,10.6,0.5,11.0,31.5,1550.0,0.6,8.7,30.5,4.4,13.3,17.4,10.9,9.8,2.2,2.1,43333.0,53997.0,5.664033787999999
6037104500,1045.0,1857,2.738938053,615,4.95,525.0,4.88,1780.0,38.0,49.9,2356.0,37.7,25.0,68.0,825.0,636.0,11.0,2.7,0.8,3.5,24.4,1483.0,0.0,10.2,13.3,12.5,17.4,13.8,24.4,7.2,1.1,0.0,47120.0,56627.0,5.697966274
6037104704,1047.04,3003,2.551401869,1114,3.98,928.0,4.18,2560.0,33.7,50.3,2438.0,39.3,199.0,32.2,1103.0,872.0,11.3,9.3,5.2,14.4,24.6,2725.0,7.9,2.5,8.3,14.4,16.2,26.9,10.0,10.0,2.4,1.5,50346.0,57089.0,5.874705056
6037104810,1048.1,3254,3.066918002,1044,5.55,1011.0,5.36,3770.0,40.0,46.3,4255.0,39.2,179.0,63.1,1769.0,1043.0,15.0,4.5,1.3,5.8,20.9,2475.0,1.7,0.6,2.9,12.5,19.5,26.3,20.9,8.7,6.8,0.0,65167.0,70914.0,5.677196511
6037104821,1048.21,2123,2.7393548389999998,766,4.29,666.0,4.45,1981.0,40.4,44.8,2192.0,42.4,169.0,33.7,990.0,708.0,18.0,7.3,3.1,10.4,19.0,2164.0,1.4,6.3,15.5,13.1,15.3,26.0,13.3,4.2,2.1,2.9,48571.0,61894.0,5.614882908999999
6037104822,1048.22,1320,2.0657276999999996,614,4.19,457.0,4.72,1474.0,38.2,48.2,1681.0,37.0,51.0,31.4,960.0,518.0,13.4,6.4,1.8,8.2,29.8,1563.0,4.9,13.8,10.9,10.9,11.4,19.4,22.8,4.4,0.0,1.5,49063.0,54468.0,5.808819597
6037106010,1060.1,3061,3.1298568510000004,923,3.24,755.0,3.49,1953.0,43.4,42.1,1604.0,39.3,473.0,50.5,901.0,631.0,19.5,14.4,7.8,22.2,23.6,1174.0,3.3,3.5,11.4,17.1,5.9,10.8,17.4,21.6,4.4,4.7,73177.0,77531.0,5.810320822
6037106020,1060.2,4700,3.2038173139999997,1428,4.39,1216.0,4.72,3955.0,46.3,34.3,3962.0,44.8,780.0,52.1,1469.0,1483.0,21.4,9.7,6.7,16.5,9.3,2663.0,1.9,0.6,2.7,4.6,25.1,20.4,21.9,12.8,8.0,2.0,69128.0,79297.0,5.725938454
6037106111,1061.11,4713,3.354448399,1359,3.54,1107.0,3.87,3166.0,46.2,37.8,2561.0,40.3,924.0,52.7,1218.0,1284.0,21.9,17.3,7.0,24.3,11.6,1028.0,2.0,3.9,4.6,5.3,15.4,16.2,11.2,24.5,13.7,3.2,82386.0,88526.0,5.7146887379999995
6037106112,1061.12,5016,3.28057554,1508,3.88,1350.0,4.05,3670.0,48.2,39.2,3192.0,46.5,887.0,47.9,1501.0,1310.0,18.9,17.7,5.5,23.2,16.1,2099.0,5.9,2.0,6.8,3.9,15.6,18.0,13.6,23.7,8.7,1.7,71643.0,81254.0,5.79417955
6037106113,1061.13,3143,3.2910994760000003,924,3.6,791.0,3.75,2222.0,50.7,34.8,1994.0,52.0,454.0,50.2,970.0,666.0,19.1,18.2,4.0,22.1,9.2,977.0,1.3,4.0,6.3,4.4,11.7,30.8,14.1,18.9,4.1,4.3,68661.0,79339.0,5.853712807000001
6037106114,1061.14,3701,2.247115968,1526,3.86,1323.0,3.95,3389.0,39.9,42.1,3642.0,39.7,352.0,26.1,1584.0,1390.0,16.7,11.3,4.0,15.3,22.1,3161.0,3.8,6.4,13.7,10.6,21.8,18.6,13.2,8.8,2.6,0.5,46985.0,56271.0,5.690576997000001
6037106403,1064.03,2488,2.947867299,764,4.64,688.0,4.86,2223.0,45.8,41.6,2510.0,46.3,264.0,28.4,983.0,815.0,16.3,3.9,1.8,5.6,5.3,1687.0,3.1,0.8,8.8,6.0,18.7,34.8,12.7,12.8,2.2,0.0,58704.0,64307.0,5.710421375
6037106405,1064.05,2805,2.37913486,1085,3.51,823.0,3.81,2253.0,45.5,39.3,2080.0,52.3,399.0,7.5,928.0,739.0,19.4,7.5,3.0,10.4,33.0,1747.0,4.8,6.5,19.4,9.5,10.8,21.4,15.0,11.2,1.5,0.0,45341.0,52222.0,5.746838151
6037106406,1064.06,4752,2.918918919,1561,3.51,1202.0,4.14,3561.0,51.4,35.6,2661.0,54.8,1082.0,48.5,1458.0,1582.0,25.1,17.8,5.4,23.2,7.5,1546.0,4.0,1.2,5.9,7.4,18.5,19.1,13.0,18.3,11.1,1.5,68671.0,79694.0,5.779142896000001
6037106407,1064.07,1672,1.827322404,798,3.37,567.0,3.86,1746.0,33.5,43.0,1334.0,39.1,499.0,19.2,507.0,666.0,17.4,9.7,2.0,11.7,25.5,1667.0,8.6,9.6,24.6,10.2,14.9,13.8,8.8,3.5,5.4,0.6,33696.0,46823.0,5.717050711000001
6037106510,1065.1,4857,2.956177724,1528,3.12,1139.0,3.52,3177.0,46.1,41.9,2719.0,43.6,899.0,48.8,1405.0,1219.0,17.7,21.4,7.1,28.5,10.1,896.0,4.8,2.0,4.8,8.3,14.8,14.3,16.3,26.8,4.2,3.8,82870.0,85267.0,5.781200214
6037106520,1065.2,3962,2.8442211060000004,1354,4.34,1134.0,4.72,3728.0,40.7,44.5,3859.0,39.9,675.0,44.6,1716.0,1058.0,16.8,5.8,2.5,8.3,21.3,2302.0,3.0,9.0,9.9,8.6,11.3,22.1,11.2,18.6,2.4,3.8,60857.0,69709.0,5.692672214
6037106603,1066.03,4060,4.084507042,978,3.29,867.0,3.47,2167.0,62.3,28.3,400.0,60.3,1541.0,62.9,865.0,792.0,18.7,31.1,22.9,54.0,2.0,368.0,2.6,0.4,1.0,4.2,8.4,13.1,24.1,20.2,15.6,10.3,94695.0,110498.0,5.818091326
6037106604,1066.04,3072,2.5098039219999997,1149,4.02,857.0,4.58,2780.0,42.4,42.5,2868.0,44.2,415.0,28.2,1278.0,928.0,24.5,9.0,3.2,12.2,26.3,2168.0,5.7,7.3,13.0,6.8,16.5,19.7,11.2,12.5,5.7,1.6,51250.0,63183.0,5.794648106
6037106641,1066.41,2963,3.7083854819999997,720,2.97,629.0,3.19,1577.0,65.1,25.7,188.0,37.2,1179.0,70.1,657.0,571.0,17.2,34.4,24.2,58.6,3.0,144.0,1.1,0.8,2.4,2.6,4.3,17.6,14.6,21.0,15.0,20.6,110000.0,142582.0,5.8816994639999995
6037106642,1066.42,3736,3.35971223,1112,3.02,904.0,3.4,2485.0,57.1,32.9,681.0,49.9,1694.0,60.7,1006.0,830.0,27.6,21.4,13.9,35.3,2.7,246.0,1.3,3.1,4.0,1.9,5.1,17.0,21.8,22.1,16.0,7.6,95625.0,115026.0,5.735228038
6037106643,1066.43,5365,3.918918919,1336,3.55,1156.0,3.77,3375.0,55.5,33.5,428.0,61.9,2293.0,57.7,1325.0,1214.0,14.4,31.6,23.3,54.8,1.5,554.0,0.6,0.9,3.0,2.5,9.3,5.5,10.6,27.7,17.9,22.0,132639.0,154009.0,5.836119674
6037106646,1066.46,3630,3.67781155,975,3.61,816.0,3.86,2679.0,46.1,33.4,982.0,46.6,1561.0,42.6,1004.0,1051.0,20.2,22.5,8.2,30.6,5.8,751.0,1.9,0.8,5.5,4.4,14.3,17.9,17.0,19.3,11.4,7.4,84250.0,97790.0,5.836119097
6037106648,1066.48,2175,2.103481625,993,4.02,883.0,4.05,2289.0,42.9,42.7,2752.0,43.7,95.0,54.7,1186.0,784.0,15.6,6.2,1.4,7.6,30.9,2389.0,6.4,6.3,15.0,19.2,8.4,16.9,14.4,9.5,2.5,1.3,39063.0,54831.0,5.749010179
6037106649,1066.49,2450,3.2710280369999998,709,3.75,620.0,3.97,1756.0,50.8,38.2,1218.0,43.7,256.0,50.0,683.0,607.0,19.5,21.8,9.1,30.9,10.6,696.0,2.1,1.0,8.2,5.2,12.1,17.5,16.8,16.6,13.7,6.8,80417.0,92970.0,5.775047297
6037107010,1070.1,2186,2.880105402,741,4.21,600.0,4.61,1920.0,41.8,42.0,2372.0,42.8,114.0,25.4,917.0,544.0,16.6,5.9,3.0,8.9,20.0,1440.0,6.9,6.6,6.3,10.3,17.9,15.5,20.8,10.0,4.3,1.3,53162.0,64751.0,5.737522771
6037107020,1070.2,3934,3.0215053760000004,1211,4.57,1097.0,4.74,3631.0,46.9,44.4,3886.0,46.0,215.0,53.0,1684.0,1188.0,14.0,13.9,2.9,16.8,19.4,2034.0,3.8,4.8,5.9,8.7,13.9,15.5,22.4,16.4,5.0,3.6,71086.0,86543.0,5.691496355
6037108101,1081.01,2985,3.7080745339999996,797,2.99,641.0,3.41,1775.0,64.9,22.8,318.0,41.5,1226.0,66.6,741.0,484.0,24.9,35.0,18.0,53.0,2.6,162.0,0.5,0.0,4.5,2.6,4.3,14.7,14.9,24.6,15.6,18.3,113750.0,146470.0,5.8080224860000005
6037108102,1081.02,4570,3.626984127,1208,3.06,1015.0,3.18,2605.0,55.7,26.6,274.0,52.2,1762.0,56.7,904.0,1007.0,12.1,34.8,24.0,58.8,6.9,711.0,3.1,0.6,6.0,3.4,8.2,16.0,16.7,24.3,11.3,10.3,91944.0,107021.0,5.723306205
6037108103,1081.03,4181,3.860572484,1049,3.15,929.0,3.4,2433.0,62.9,28.0,290.0,41.4,1838.0,60.2,1029.0,796.0,10.4,39.7,27.4,67.1,1.4,162.0,1.0,1.2,1.1,3.9,2.2,9.4,10.5,25.5,23.8,21.3,145724.0,159004.0,5.870549631
6037108201,1082.01,6653,3.373732252,1941,3.01,1719.0,3.23,3971.0,67.9,18.2,271.0,49.1,1835.0,68.4,1519.0,1230.0,16.2,37.5,23.6,61.1,1.8,469.0,0.4,2.2,0.5,1.8,11.0,11.7,18.4,27.0,8.0,19.0,103004.0,135782.0,5.8619973839999995
6037108202,1082.02,6515,2.751266892,2268,2.89,1712.0,3.43,4678.0,65.4,20.5,623.0,68.7,2027.0,69.3,1741.0,1435.0,23.1,34.5,18.0,52.5,7.0,931.0,7.8,3.6,4.5,8.1,3.3,7.5,9.5,24.8,10.1,20.8,116094.0,134893.0,5.857319789
6037109100,1091.0,2038,2.7282463189999997,701,3.52,489.0,4.43,1888.0,46.7,31.9,1265.0,46.1,678.0,41.9,682.0,535.0,30.5,13.3,5.8,19.1,4.2,922.0,7.3,2.7,10.8,8.4,13.6,24.1,9.6,9.7,9.0,4.9,54777.0,85316.0,5.820444232000001
6037109200,1092.0,3149,3.0963618489999996,922,2.95,696.0,3.49,1897.0,55.7,27.8,724.0,55.2,992.0,47.3,878.0,626.0,23.8,23.6,13.1,36.6,7.7,463.0,0.0,2.8,10.2,6.3,12.6,19.0,9.8,26.1,6.9,6.3,73750.0,95132.0,5.693937213
6037109300,1093.0,3140,3.3872707660000003,903,3.79,768.0,4.03,2400.0,49.6,35.7,1254.0,51.0,851.0,51.6,1007.0,848.0,21.3,20.0,6.6,26.7,5.5,1048.0,2.2,0.6,5.3,9.5,13.5,21.8,14.2,16.5,9.0,7.4,72716.0,88408.0,5.755264554
6037109400,1094.0,3290,2.971996387,1021,3.34,739.0,4.06,2327.0,46.4,33.1,2193.0,44.4,457.0,57.5,1035.0,711.0,18.2,10.5,6.7,17.1,13.7,900.0,7.7,0.6,12.5,11.9,14.9,13.6,14.0,19.3,1.6,3.9,53631.0,72691.0,5.735375583
6037109500,1095.0,2706,2.480293309,1016,4.6,830.0,4.94,2721.0,44.9,41.6,3178.0,45.8,203.0,30.5,1158.0,1055.0,15.6,7.2,4.2,11.5,15.0,2122.0,5.7,8.5,13.1,6.9,11.8,28.8,6.9,14.1,2.3,2.0,51220.0,60941.0,5.778199561
6037109601,1096.01,3865,2.932473445,1238,4.01,1069.0,4.07,3377.0,44.9,35.5,2751.0,49.1,656.0,43.8,1467.0,1038.0,19.5,18.1,3.2,21.3,11.8,1345.0,3.2,3.7,4.6,7.6,4.9,29.9,19.5,18.2,4.9,3.5,71667.0,83168.0,5.732774171
6037109603,1096.03,3272,2.4399701719999998,1267,3.27,856.0,3.92,2820.0,36.9,39.3,2245.0,33.3,817.0,38.7,1006.0,1311.0,26.4,15.6,4.2,19.8,8.8,1230.0,7.7,5.1,7.4,13.1,14.1,17.1,13.0,13.3,8.7,0.6,52938.0,66690.0,5.725918276
6037109604,1096.04,2560,2.7856365610000005,898,3.45,689.0,3.91,2075.0,48.3,36.0,1758.0,50.8,529.0,41.8,860.0,828.0,18.7,11.2,4.8,16.0,8.4,786.0,5.9,1.2,6.3,9.0,10.7,28.0,19.8,13.6,5.2,0.2,70250.0,70897.0,5.747639705
6037109800,1098.0,4485,3.055177112,1459,3.5,1056.0,3.98,3532.0,49.1,29.9,2263.0,49.5,1213.0,48.4,1563.0,1118.0,24.8,14.1,7.8,22.0,12.7,1544.0,3.6,6.4,7.0,2.5,10.1,19.8,10.1,20.2,8.2,12.1,81161.0,95759.0,5.895450411000001
6037111100,1111.0,2991,3.1123829339999998,961,3.33,797.0,3.59,2108.0,55.8,33.2,926.0,55.6,1129.0,51.4,1025.0,687.0,24.6,21.6,6.4,28.0,7.3,667.0,2.1,4.0,6.1,6.0,8.8,20.2,19.3,17.6,9.8,6.1,76352.0,95180.0,5.776813506
6037111201,1112.01,3939,3.488928255,1083,3.12,828.0,3.43,2552.0,50.1,34.6,833.0,34.0,1557.0,61.1,1011.0,808.0,19.7,25.9,9.8,35.7,9.8,700.0,5.8,2.0,3.7,6.3,7.6,17.2,17.5,24.5,8.5,6.9,80341.0,93372.0,5.754101642
6037111202,1112.02,5145,2.615658363,1852,2.96,1345.0,3.5,3628.0,44.8,35.2,1240.0,38.2,2187.0,44.8,1411.0,1278.0,22.2,26.5,9.4,35.9,7.3,1545.0,2.3,2.6,12.6,12.2,12.6,13.3,14.2,18.7,4.0,7.3,65577.0,83723.0,5.770799257
6037111204,1112.04,8049,4.063099445,1942,3.18,1694.0,3.39,4394.0,61.0,29.6,733.0,60.4,3114.0,62.6,1666.0,1375.0,19.4,38.0,19.6,57.5,4.6,714.0,1.8,0.4,4.6,4.4,5.1,13.6,10.3,18.7,14.0,27.1,122895.0,147513.0,5.761972322999999
6037111206,1112.06,5108,3.376074025,1496,3.13,1135.0,3.6,3467.0,57.0,28.0,705.0,43.4,2211.0,59.6,1227.0,955.0,21.7,31.2,16.5,47.7,4.8,641.0,2.6,3.3,2.4,8.9,5.0,13.8,9.2,26.5,19.1,9.2,113684.0,124534.0,5.829547956
6037111301,1113.01,6542,2.285015718,2769,2.83,1932.0,3.36,5285.0,47.8,34.2,2365.0,48.4,2543.0,45.7,2297.0,2149.0,20.7,19.8,10.3,30.1,15.3,2721.0,10.8,2.8,8.4,9.4,16.9,15.6,15.3,15.6,3.2,1.9,51592.0,63281.0,5.755466886000001
6037111302,1113.02,4627,2.431424067,1828,2.66,1126.0,3.28,3285.0,36.1,42.4,869.0,27.3,2345.0,38.6,1323.0,1293.0,24.1,29.0,16.4,45.4,13.9,1236.0,6.1,3.4,6.5,5.5,15.4,19.1,13.9,13.9,8.3,7.6,65800.0,86827.0,5.78938728
6037111400,1114.0,6385,2.231737155,2861,2.71,1960.0,3.24,5619.0,49.8,32.4,2287.0,53.9,2444.0,46.3,2538.0,1929.0,21.9,26.1,6.8,32.9,13.1,2099.0,4.8,10.5,8.4,11.5,13.7,20.2,7.3,9.8,6.5,7.4,50901.0,86256.0,5.746430022
6037113102,1131.02,4114,4.215163934,963,3.11,806.0,3.17,2231.0,55.4,30.0,344.0,51.5,1719.0,58.5,861.0,622.0,22.0,28.2,20.8,49.0,6.2,465.0,4.7,1.8,1.6,4.8,5.6,12.1,8.3,23.1,12.6,25.5,116971.0,154307.0,5.831662408
6037113211,1132.11,5344,3.2545676,1575,2.45,1131.0,2.83,3059.0,56.9,26.4,439.0,50.8,2174.0,56.3,1081.0,1043.0,23.4,31.7,17.0,48.7,4.8,665.0,3.4,2.4,3.9,7.4,10.5,11.1,11.0,20.8,13.7,15.7,101094.0,129217.0,5.745035893
6037113212,1132.12,3259,2.9360360360000004,1068,2.96,794.0,3.48,2431.0,47.3,37.8,644.0,45.2,1362.0,51.9,892.0,1013.0,22.7,31.8,14.7,46.4,4.5,450.0,4.3,4.7,5.8,6.2,6.6,21.0,13.0,21.0,10.1,7.4,76081.0,94169.0,5.87506668
6037113213,1132.13,4428,2.635714286,1665,2.75,1152.0,3.28,3435.0,43.8,33.7,1064.0,38.4,1907.0,42.8,1323.0,1181.0,27.2,22.3,12.9,35.2,13.5,939.0,3.5,5.0,4.8,7.1,7.3,15.4,25.5,17.1,6.8,7.5,79452.0,90011.0,5.734687621
6037113231,1132.31,2793,3.34491018,835,2.68,599.0,3.22,1588.0,56.8,23.4,224.0,44.2,1197.0,61.0,627.0,493.0,25.1,29.8,17.4,47.2,4.7,484.0,5.5,0.0,7.7,8.7,11.3,7.5,18.0,15.7,14.9,10.8,86654.0,104828.0,5.843052483999999
6037113232,1132.32,5138,3.631095406,1415,3.07,1127.0,3.42,3386.0,59.1,24.6,621.0,58.0,2185.0,64.5,1137.0,1216.0,19.2,26.8,12.6,39.4,6.1,782.0,2.0,0.6,2.8,3.3,7.6,19.6,11.9,24.7,18.5,8.9,101292.0,122302.0,5.857273212000001
6037113233,1132.33,4752,1.85915493,2399,3.27,1558.0,4.02,4724.0,35.9,47.1,3626.0,32.8,1377.0,40.8,2349.0,1696.0,24.8,12.2,2.6,14.8,21.2,4595.0,7.6,5.1,11.1,18.3,14.4,22.6,12.3,7.3,0.9,0.3,41929.0,49497.0,5.6764595
6037113234,1132.34,3459,2.1299261080000003,1447,3.13,1072.0,3.64,3019.0,43.8,37.0,1548.0,38.0,997.0,48.4,1274.0,1004.0,22.7,15.1,7.2,22.3,25.5,2010.0,6.2,7.9,21.9,12.9,4.8,20.3,10.6,9.0,3.7,2.7,38319.0,58009.0,5.745215002
6037113237,1132.37,4248,2.81138319,1456,2.86,976.0,3.52,3142.0,43.5,32.9,861.0,38.8,1904.0,41.5,1260.0,959.0,21.1,25.3,10.8,36.1,7.5,821.0,5.6,3.9,6.7,7.7,11.3,11.5,12.9,19.3,6.5,14.6,81859.0,125856.0,5.751780071000001
6037113321,1133.21,4236,1.7135922330000002,2328,2.4,1292.0,3.07,4226.0,44.6,39.7,1450.0,47.6,1628.0,37.5,1769.0,1542.0,11.0,28.1,11.7,39.7,14.8,2228.0,8.3,5.2,10.5,6.5,15.9,24.7,14.2,9.8,2.3,2.6,53666.0,60850.0,5.794120941
6037113322,1133.22,4920,3.5319454410000004,1393,2.7,1056.0,3.1,3083.0,53.9,31.2,615.0,45.2,2129.0,57.8,1368.0,956.0,21.1,26.7,15.8,42.5,5.9,710.0,1.7,0.0,3.3,8.1,8.3,17.7,18.3,15.4,13.6,13.7,92476.0,110754.0,5.749399242999999
6037113401,1134.01,5096,2.793859649,1782,3.07,1321.0,3.5,3927.0,47.8,34.0,1925.0,38.2,1772.0,56.7,1628.0,1341.0,20.8,20.9,9.9,30.8,8.6,1314.0,4.1,7.5,6.2,5.3,9.0,22.8,16.2,19.3,5.1,4.5,69455.0,81042.0,5.867114677999999
6037113421,1134.21,4390,2.09047619,1979,3.48,1496.0,3.96,4119.0,43.6,39.6,2736.0,41.7,1387.0,42.3,1709.0,1958.0,22.8,10.8,5.7,16.5,25.4,3369.0,3.8,2.9,15.5,12.6,15.9,19.2,12.6,11.0,4.3,2.1,47734.0,64640.0,5.663177005
6037113422,1134.22,5180,2.324955117,2132,3.12,1556.0,3.56,4855.0,45.6,37.4,2375.0,47.3,1500.0,42.3,2102.0,1948.0,16.7,19.8,7.0,26.9,12.2,2346.0,3.8,6.0,8.7,6.7,9.8,21.3,18.9,18.2,3.8,2.9,62583.0,72987.0,5.722772319
6037115101,1151.01,6411,3.7208357519999997,1644,3.14,1317.0,3.48,3710.0,53.9,29.6,783.0,58.2,2678.0,60.2,1337.0,1243.0,18.7,27.8,21.8,49.5,2.5,347.0,1.2,0.5,4.2,3.3,5.0,14.5,15.5,22.7,11.3,21.8,113645.0,142894.0,5.7639357979999994
