Id2,TRACT,BEDROOMS,meanBEDROOMS,totalHouseholds,meanHSize,totalFamilies,meanFamSize,totalAdults,married,neverMarried,totalHispanics,marriedHispanics,totalWhites,marriedWhites,workingMales,workingFemales,percent_nobachelor,percent_bachelor,percent_graduate,percent_bachelorPlus,percent_below_poverty,total_below_povertyPlus,households_1decile,households_2decile,households_3decile,households_4decile,households_5decile,households_6decile,households_7decile,households_8decile,households_9decile,households_topdecile,households_medianIncome,households_meanIncome,meanV
6037134101,1341.01,4429,2.923432343,1487,3.94,1261.0,3.65,4226.0,45.0,39.2,2220.0,37.5,1112.0,55.7,1991.0,1263.0,17.5,18.2,3.4,21.6,20.8,2590.0,4.5,1.8,11.2,7.3,10.2,17.8,15.0,22.0,8.7,1.5,72639.0,78027.0,5.761142488
6037134103,1341.03,3626,2.623733719,1296,3.33,963.0,3.83,3089.0,42.8,37.4,1693.0,36.7,1119.0,46.8,1288.0,1152.0,19.5,12.3,7.3,19.6,15.9,1532.0,0.9,7.5,7.6,12.2,8.0,18.8,16.0,20.6,6.0,2.3,61314.0,75227.0,5.693080752999999
6037134104,1341.04,3647,2.55034965,1346,3.06,856.0,3.8,2820.0,44.5,38.4,1175.0,38.8,760.0,40.7,1317.0,993.0,25.6,17.7,7.6,25.3,12.6,1328.0,3.1,4.5,6.5,8.2,18.3,16.6,16.9,16.0,4.1,5.9,59938.0,81702.0,5.746471511
6037134201,1342.01,3680,2.890809112,1218,3.4,891.0,3.75,3082.0,37.4,39.5,1608.0,26.4,1209.0,48.4,1155.0,1070.0,22.9,14.3,5.7,20.0,8.7,1031.0,1.1,2.5,4.8,9.1,9.0,12.7,13.1,30.4,8.7,8.6,96447.0,98823.0,5.6697378039999995
6037134302,1343.02,4231,3.3080531669999997,1232,3.11,958.0,3.55,2810.0,47.7,33.4,774.0,46.0,1954.0,46.5,1108.0,976.0,34.0,21.6,7.3,28.9,4.0,782.0,5.4,0.6,6.3,4.1,14.2,20.6,14.0,23.5,9.0,2.4,74261.0,87013.0,5.837659551000001
6037134303,1343.03,4803,2.549363057,1793,3.31,1193.0,4.0,4285.0,41.0,39.6,2372.0,41.8,2226.0,36.7,1757.0,1602.0,21.8,19.5,6.0,25.4,9.7,1505.0,0.3,5.3,7.5,9.0,9.4,13.2,12.2,26.0,13.1,4.1,87390.0,92186.0,5.722389657999999
6037134304,1343.04,2645,2.7324380169999998,907,3.14,651.0,3.51,2199.0,46.9,31.8,738.0,48.6,1054.0,48.4,806.0,671.0,24.0,22.0,5.3,27.2,22.8,1042.0,7.2,5.0,7.2,8.3,10.3,19.1,19.2,11.4,6.7,5.8,70189.0,80704.0,5.764075897000001
6037134305,1343.05,1881,1.6809651469999998,1119,4.09,916.0,4.12,2623.0,36.2,47.5,2849.0,33.2,314.0,45.5,1759.0,781.0,13.6,5.9,1.9,7.8,34.1,3244.0,7.9,6.2,12.8,14.4,26.1,22.4,1.9,7.3,1.1,0.0,40403.0,44117.0,5.794203477999999
6037134306,1343.06,2511,1.9849802369999998,1188,2.97,861.0,3.48,2447.0,35.9,38.9,942.0,39.5,1192.0,35.2,925.0,892.0,26.6,20.8,5.0,25.9,18.2,1291.0,9.7,4.5,7.7,12.2,10.2,14.4,21.6,17.2,2.6,0.0,62917.0,62677.0,5.855052511
6037134421,1344.21,5326,3.782670455,1326,2.78,989.0,3.27,2567.0,54.5,29.0,287.0,51.6,2286.0,56.0,833.0,880.0,26.8,27.2,20.4,47.6,5.2,373.0,4.0,0.0,5.1,6.2,5.4,17.3,11.6,24.9,12.9,12.7,100833.0,120006.0,5.700333765
6037134905,1349.05,3295,1.670045616,1744,1.99,684.0,2.84,2837.0,30.3,47.0,411.0,35.8,2050.0,28.3,1185.0,1326.0,19.4,37.6,23.1,60.7,10.0,605.0,7.2,3.5,3.4,4.9,6.9,17.9,11.0,17.4,12.4,15.3,87500.0,113190.0,5.782267587000001
6037135102,1351.02,4401,3.4653543310000003,1270,3.16,990.0,3.54,2855.0,46.3,33.1,468.0,31.8,2272.0,45.6,1099.0,1042.0,22.9,29.1,16.0,45.1,9.9,980.0,2.8,1.3,9.8,6.9,6.0,15.4,13.2,20.6,17.9,6.2,90658.0,100538.0,5.788562682999999
6037135111,1351.11,3275,2.731442869,1084,2.83,735.0,3.55,2181.0,52.4,29.7,491.0,45.4,1241.0,54.7,920.0,740.0,20.4,32.7,15.2,47.9,6.3,749.0,1.0,3.5,3.0,14.8,6.6,16.9,22.7,16.3,10.1,5.1,85082.0,93361.0,5.741586012000001
6037135113,1351.13,2600,1.74379611,1366,2.22,799.0,2.78,2159.0,40.0,35.4,212.0,58.0,1262.0,32.3,915.0,835.0,19.4,34.1,19.7,53.9,5.2,444.0,2.6,6.5,4.8,7.2,11.3,19.3,16.1,19.8,3.9,8.5,70893.0,85786.0,5.803354879
6037135114,1351.14,3820,1.337066853,2452,1.93,1047.0,2.63,3485.0,43.9,36.1,428.0,12.1,2220.0,25.1,1652.0,896.0,12.1,44.4,24.4,68.8,18.6,1730.0,14.3,4.0,10.7,7.0,8.7,23.2,7.7,8.0,8.5,8.0,55419.0,82313.0,5.757886206
6037135201,1352.01,3065,3.271077908,901,2.96,721.0,3.31,2003.0,51.9,25.4,293.0,35.5,1503.0,55.3,688.0,697.0,25.8,27.7,15.4,43.1,8.4,643.0,0.4,1.4,7.1,8.9,13.2,10.1,10.8,23.4,14.0,10.7,89583.0,105545.0,5.795980983
6037135202,1352.02,5250,3.44488189,1499,3.02,1205.0,3.34,3089.0,48.4,36.2,492.0,40.9,2548.0,50.3,1380.0,1011.0,22.0,23.3,14.0,37.3,5.7,642.0,1.5,2.3,4.9,6.5,5.7,13.9,12.9,20.9,13.5,17.7,102461.0,118274.0,5.753653637999999
6037135203,1352.03,8612,3.378579835,2529,2.89,1965.0,3.19,5199.0,52.7,29.6,973.0,43.5,4075.0,55.8,1942.0,1646.0,20.9,21.1,20.0,41.1,10.9,1464.0,6.0,3.2,4.0,7.6,11.0,13.4,13.2,20.7,10.2,10.6,80669.0,100429.0,5.7438517970000005
6037137103,1371.03,4921,1.9275362319999998,2443,1.95,1153.0,2.76,3627.0,33.7,36.2,576.0,40.5,2501.0,32.3,1541.0,1401.0,14.6,35.0,18.7,53.7,6.4,733.0,6.8,0.5,6.2,5.7,9.5,28.9,13.1,14.4,7.1,7.9,67218.0,85077.0,5.811128235
6037137104,1371.04,3608,3.353159851,1056,2.72,752.0,3.23,2031.0,44.8,34.6,247.0,36.0,1812.0,48.6,861.0,711.0,25.2,24.4,24.2,48.5,11.1,499.0,3.8,4.7,0.0,8.3,9.7,15.2,8.0,24.4,8.0,17.7,100556.0,121009.0,5.785066117
6037137201,1372.01,6002,2.53891709,2267,2.54,1290.0,3.24,4126.0,45.1,30.6,597.0,46.9,2790.0,42.2,1798.0,1306.0,23.6,33.3,13.9,47.2,9.5,1298.0,3.9,4.2,3.0,6.0,14.0,28.2,14.2,15.0,5.4,6.1,70769.0,84761.0,5.760710772
6037137301,1373.01,2878,3.666242038,738,3.07,634.0,3.23,1531.0,60.7,27.8,174.0,57.5,1284.0,62.1,609.0,506.0,19.7,30.1,18.9,49.0,4.3,274.0,3.0,1.8,0.9,7.0,8.0,10.3,6.1,22.4,12.9,27.6,130250.0,147122.0,5.739836508
6037137401,1374.01,5328,3.126760563,1606,2.72,1080.0,3.19,3023.0,50.6,25.4,321.0,49.5,2459.0,51.4,1181.0,1073.0,23.7,34.6,17.3,52.0,8.4,699.0,3.0,3.6,1.4,8.2,9.5,9.5,13.9,19.1,14.5,17.1,102992.0,133062.0,5.809378132999999
6037137402,1374.02,6896,3.110509698,2054,2.73,1363.0,3.42,3921.0,47.8,27.1,648.0,57.3,3329.0,50.2,1213.0,1253.0,18.3,26.2,15.9,42.1,9.8,1549.0,5.5,0.9,8.7,9.2,7.3,9.9,17.1,17.2,10.0,14.4,82985.0,110957.0,5.8402736829999995
6037137501,1375.01,4483,2.512892377,1598,2.52,978.0,3.26,2755.0,51.9,36.1,636.0,44.5,2202.0,52.2,1042.0,1012.0,17.9,35.1,20.0,55.1,9.4,919.0,7.9,3.4,8.0,10.8,5.4,12.3,12.8,16.0,13.4,9.9,80481.0,98931.0,5.75160184
6037137502,1375.02,5164,2.571713147,1769,2.32,1055.0,3.06,3069.0,50.8,25.2,454.0,63.0,2512.0,50.7,1184.0,877.0,16.9,34.4,21.8,56.2,5.2,667.0,4.1,3.6,8.0,7.7,13.2,12.9,8.3,17.0,12.1,13.2,75750.0,105583.0,5.796650971
6037138000,1380.0,6314,3.312696747,1797,2.64,1237.0,3.14,3630.0,53.5,29.9,311.0,28.9,3274.0,57.1,1576.0,1069.0,15.8,31.3,21.7,53.0,9.0,744.0,5.1,0.9,4.7,7.6,6.9,11.6,8.5,22.8,11.9,20.0,105964.0,135107.0,5.835930577
6037139001,1390.01,4839,2.18761302,2059,2.38,1292.0,2.92,3728.0,56.2,27.2,746.0,39.8,2593.0,57.2,1562.0,1438.0,23.7,37.7,16.9,54.5,10.1,922.0,3.3,2.7,9.2,6.8,9.7,17.8,12.3,12.0,18.3,7.8,75440.0,95314.0,5.810312894
6037139200,1392.0,5174,2.103252033,2207,2.54,1489.0,3.02,3906.0,42.7,38.0,1164.0,29.0,2752.0,48.7,1668.0,1721.0,24.1,28.9,13.2,42.2,12.9,1236.0,3.5,2.6,8.5,7.0,10.7,22.6,12.1,19.4,10.7,2.9,71241.0,82089.0,5.9251871739999995
6037139301,1393.01,5630,3.2487016730000002,1578,3.07,1254.0,3.25,3616.0,51.2,29.4,653.0,22.8,2908.0,57.6,1421.0,1185.0,26.2,28.6,13.7,42.3,7.0,1412.0,4.9,0.7,3.4,8.4,12.2,15.1,12.5,19.8,13.0,10.0,81867.0,109360.0,5.81697814
6037139302,1393.02,3609,1.7309352519999999,1904,2.37,977.0,3.23,3355.0,32.6,42.7,1190.0,29.1,1872.0,39.2,1199.0,1261.0,31.4,24.8,10.0,34.8,20.5,2269.0,10.7,6.6,15.0,7.5,15.7,21.7,11.6,6.3,4.4,0.6,44104.0,54105.0,5.635759533
6037139303,1393.03,3106,1.539147671,1894,2.26,933.0,3.2,3179.0,30.6,46.0,813.0,29.4,2155.0,31.9,1313.0,1192.0,22.8,22.6,10.1,32.7,19.0,2115.0,9.9,3.5,13.8,11.8,16.1,20.7,13.0,8.2,1.8,1.4,45909.0,54535.0,6.013676755
6037139401,1394.01,2399,1.795658683,1206,2.54,621.0,3.24,2181.0,40.4,33.1,1066.0,29.4,1142.0,43.2,811.0,935.0,22.3,26.5,8.2,34.7,13.7,1054.0,5.9,11.2,5.7,2.5,13.7,17.8,11.9,22.3,5.3,3.6,61714.0,78413.0,5.777225789
6037139402,1394.02,3586,3.786694826,896,3.21,721.0,3.65,1931.0,60.2,27.2,73.0,100.0,1947.0,56.2,673.0,484.0,22.5,30.4,22.6,53.0,8.1,536.0,6.6,1.5,1.5,6.8,11.4,10.7,14.7,10.3,11.4,25.2,95714.0,158955.0,5.822558701
6037139502,1395.02,3399,2.6890822780000003,1221,2.48,873.0,3.01,2352.0,63.7,20.0,305.0,51.8,1891.0,65.4,832.0,754.0,11.7,38.3,23.0,61.2,10.2,494.0,4.8,7.3,7.7,5.8,7.1,20.2,15.4,17.2,8.6,5.8,62009.0,85773.0,5.769829941
6037139503,1395.03,4773,1.747711461,2654,2.19,1373.0,2.98,4428.0,38.1,42.0,430.0,30.7,3638.0,35.8,1935.0,1662.0,20.4,31.6,16.5,48.0,26.4,2343.0,10.4,8.1,10.5,8.9,14.4,22.2,7.6,12.1,4.9,1.1,46111.0,60424.0,5.831897979
6037139504,1395.04,3218,1.737580994,1750,2.02,850.0,2.75,2708.0,44.4,27.6,239.0,43.1,2470.0,45.4,926.0,944.0,25.7,29.0,12.0,41.0,16.7,1636.0,10.2,5.3,11.9,14.6,18.3,20.6,6.7,8.9,2.6,1.0,40658.0,51270.0,5.826664967
6037139600,1396.0,5703,2.472041612,2091,2.22,1225.0,2.9,3598.0,52.2,26.0,307.0,11.1,3290.0,56.6,1260.0,1396.0,13.1,37.0,22.5,59.5,14.3,1115.0,8.3,5.6,8.5,7.9,6.3,14.1,14.1,9.2,4.1,22.0,74212.0,146662.0,5.89901352
6037139701,1397.01,6352,3.024761905,1923,2.53,1344.0,3.12,3677.0,57.1,26.6,207.0,52.7,3555.0,61.4,1450.0,1036.0,18.6,31.5,30.7,62.2,3.6,361.0,6.4,1.2,1.6,3.1,7.9,6.1,12.3,22.4,9.6,29.3,124503.0,172557.0,5.844469556
6037139702,1397.02,8924,3.8283998280000002,2215,2.74,1835.0,2.89,4380.0,68.0,18.8,209.0,27.8,4263.0,71.5,1754.0,1099.0,15.8,31.8,31.8,63.7,7.2,713.0,2.8,0.3,5.6,2.6,6.7,7.0,5.6,17.9,8.3,43.1,159938.0,223702.0,5.7865484039999995
6037139703,1397.03,3910,3.785091965,1033,2.67,830.0,3.03,2079.0,69.8,21.9,121.0,30.6,1896.0,71.8,801.0,653.0,18.3,32.4,25.9,58.3,8.5,402.0,11.7,0.0,2.9,4.9,5.6,8.3,8.3,16.9,11.5,29.7,116188.0,172880.0,5.730550217
6037139801,1398.01,4990,3.707280832,1300,2.64,968.0,3.06,2628.0,67.8,19.2,214.0,57.9,2430.0,67.9,905.0,619.0,15.9,34.5,28.5,62.9,2.8,176.0,3.4,2.5,1.5,5.2,3.5,9.0,8.7,16.7,16.8,32.7,148250.0,198290.0,5.850712456
6037139802,1398.02,5511,3.894699647,1333,2.92,1072.0,3.18,2934.0,60.3,23.4,177.0,32.2,2741.0,62.0,1078.0,847.0,15.3,35.3,27.3,62.6,3.9,304.0,3.6,1.7,2.7,3.3,5.6,7.7,4.4,23.9,9.4,37.8,143594.0,214394.0,5.832877725
6037141101,1411.01,4563,1.902835696,2375,2.02,1037.0,2.87,3618.0,41.8,44.3,547.0,34.2,2913.0,40.7,1620.0,1471.0,18.9,42.6,20.5,63.1,9.0,1189.0,3.1,3.6,5.9,10.7,11.9,17.6,12.7,16.8,9.1,8.7,70544.0,96254.0,5.979193147
6037141102,1411.02,3176,2.190344828,1346,2.22,785.0,2.83,2260.0,53.0,25.3,205.0,11.7,1853.0,58.0,878.0,1073.0,16.8,38.6,23.8,62.4,6.6,607.0,1.3,5.3,10.8,1.9,13.6,15.1,10.3,10.5,12.1,19.1,85294.0,151585.0,6.0751861410000005
6037141202,1412.02,3218,2.155391829,1359,2.1,727.0,2.78,2283.0,40.6,31.4,191.0,27.2,1959.0,39.5,790.0,821.0,13.0,39.0,27.4,66.4,8.2,570.0,10.2,0.0,9.7,6.5,7.7,15.7,13.7,8.8,9.9,17.8,75040.0,127105.0,5.831247472
6037141302,1413.02,5928,1.910409281,2929,1.96,1251.0,2.6,4611.0,35.7,43.7,645.0,32.1,3504.0,36.5,1851.0,2244.0,17.4,35.6,24.7,60.3,11.1,1115.0,2.9,6.2,7.2,6.9,12.4,12.9,16.6,16.8,9.4,8.7,78458.0,98243.0,5.887814327
6037141303,1413.03,3052,1.6880530969999998,1710,1.85,780.0,2.58,2632.0,42.7,34.4,172.0,5.2,2159.0,42.3,1031.0,1147.0,23.4,38.0,19.9,57.9,13.3,724.0,9.2,4.1,4.8,13.3,11.8,10.8,12.4,19.5,9.6,4.5,67778.0,88116.0,5.870941739
6037141304,1413.04,3308,2.105665181,1462,2.23,696.0,2.95,2492.0,44.2,31.3,237.0,20.3,1935.0,48.4,1157.0,829.0,15.9,36.0,23.9,59.9,11.1,827.0,2.7,7.5,7.9,6.8,19.0,7.5,14.7,17.4,7.0,9.6,63438.0,104381.0,5.802676879
6037141400,1414.0,5835,2.7654028439999996,2035,2.22,1079.0,3.04,3518.0,47.6,29.2,217.0,42.9,3227.0,48.8,1385.0,1144.0,17.1,32.1,24.8,56.9,13.9,1141.0,3.0,7.1,12.3,5.9,7.4,12.2,6.2,17.7,7.0,21.1,77596.0,135195.0,5.811963792
6037141500,1415.0,4428,4.007239819,1059,2.82,842.0,3.04,2221.0,59.8,22.2,140.0,11.4,2074.0,62.2,855.0,659.0,15.8,37.2,31.4,68.6,3.5,193.0,3.4,0.8,2.5,0.7,5.6,7.6,6.4,20.3,4.4,48.3,181528.0,267138.0,5.793607532999999
6037141600,1416.0,5598,3.260337798,1626,2.56,1105.0,2.99,3149.0,57.5,25.7,216.0,46.8,2887.0,60.2,1268.0,1016.0,16.5,33.9,35.9,69.8,3.7,378.0,2.2,1.2,2.6,3.1,6.9,8.6,9.0,14.0,11.1,41.3,157955.0,261485.0,5.661305892000001
6037141700,1417.0,4237,3.126937269,1188,2.61,807.0,3.16,2367.0,58.1,27.1,152.0,58.6,2104.0,56.9,1106.0,689.0,22.7,29.1,32.4,61.4,2.0,159.0,1.0,0.0,2.6,1.6,4.4,3.7,8.8,22.1,13.4,42.5,180833.0,262822.0,5.920070373
6037143100,1431.0,5073,2.1441251059999997,2196,1.99,798.0,3.03,3705.0,35.4,46.0,433.0,37.6,2951.0,35.2,1492.0,1628.0,21.3,37.7,19.0,56.7,7.0,480.0,3.7,4.4,2.5,5.3,9.2,10.9,12.5,25.8,9.2,16.6,103554.0,129529.0,5.925490934
6037143200,1432.0,4085,1.872135655,1944,2.02,743.0,2.91,3093.0,33.4,51.8,621.0,26.2,2118.0,37.9,1256.0,1537.0,19.1,40.7,18.5,59.1,10.7,1023.0,6.7,1.7,9.6,11.9,9.0,16.4,16.9,19.3,3.5,5.0,64278.0,80444.0,6.004822817999999
6037143300,1433.0,7017,2.1412877630000002,3025,2.26,1596.0,2.96,5065.0,41.3,41.3,915.0,30.8,3911.0,40.5,2253.0,1974.0,24.8,37.7,12.6,50.3,6.2,1377.0,5.0,1.9,8.6,8.2,12.2,14.2,12.0,12.8,6.1,18.9,72417.0,116013.0,5.86015477
6037143400,1434.0,6603,2.039221742,2975,2.16,1399.0,2.85,5010.0,39.5,38.7,567.0,31.4,4197.0,42.3,2077.0,2203.0,26.5,35.3,19.9,55.2,5.3,955.0,1.8,1.0,9.1,4.8,10.7,14.5,13.0,23.4,6.2,15.4,92652.0,117418.0,5.888593361
6037143500,1435.0,5178,2.169250105,2213,2.12,1072.0,2.93,3590.0,41.5,40.0,373.0,22.3,2919.0,44.6,1440.0,1614.0,16.8,41.6,22.5,64.1,8.9,734.0,5.1,6.1,7.5,5.0,4.9,17.1,10.7,18.7,9.5,15.5,80750.0,109081.0,5.9115396129999995
6037143602,1436.02,4884,2.105172414,2226,1.99,1069.0,2.72,3759.0,41.0,40.4,280.0,67.1,3063.0,40.6,1364.0,1332.0,18.2,41.8,19.1,60.9,10.7,774.0,6.2,4.7,4.3,10.1,13.8,15.0,6.2,17.8,6.0,16.0,70898.0,107784.0,5.818914736
6037143603,1436.03,2545,1.8362193359999999,1271,1.77,381.0,2.7,1831.0,35.1,54.7,212.0,29.7,1455.0,37.5,848.0,928.0,19.3,44.3,19.4,63.7,11.0,476.0,6.4,3.2,8.3,5.9,8.7,21.6,16.3,12.4,4.7,12.4,72656.0,88211.0,5.829154002
6037143604,1436.04,2881,1.268045775,2072,1.65,498.0,2.51,2579.0,26.3,59.5,363.0,16.5,1948.0,28.6,1482.0,1104.0,18.8,44.9,19.0,64.0,9.8,631.0,6.5,3.1,7.8,8.7,6.4,23.2,19.3,18.5,4.5,2.0,65966.0,74166.0,5.864870637
6037143700,1437.0,5180,2.4468587619999997,1814,2.0,865.0,2.67,2977.0,44.5,44.6,151.0,63.6,2509.0,42.0,1545.0,914.0,19.3,40.7,24.8,65.5,6.2,430.0,2.9,2.3,3.1,5.2,8.0,10.7,10.9,10.0,13.9,32.9,131250.0,200335.0,5.937426235
6037143800,1438.0,6686,2.6158059469999997,2401,2.3,1251.0,3.01,4025.0,47.8,36.5,562.0,30.1,3348.0,48.2,1727.0,1661.0,16.8,40.9,23.9,64.7,4.5,615.0,2.8,0.7,8.5,1.9,4.1,12.1,12.8,13.3,9.2,34.5,117379.0,169954.0,5.951598102999999
6037181400,1814.0,3301,1.947492625,1623,2.72,1000.0,3.5,3271.0,37.6,40.6,1545.0,34.6,1117.0,30.7,1178.0,1289.0,25.7,26.1,12.6,38.7,14.5,1346.0,3.6,2.5,13.4,9.4,13.4,21.0,9.6,16.3,5.9,5.0,56086.0,76608.0,5.932837913999999
6037181500,1815.0,3438,2.507658643,1293,3.0,949.0,3.44,2922.0,39.8,34.7,1530.0,33.9,1042.0,50.2,1181.0,1067.0,28.6,21.7,15.6,37.4,4.9,717.0,5.0,1.6,6.1,3.7,10.2,19.4,8.1,15.7,16.7,13.4,90069.0,108903.0,5.8290620429999995
6037181600,1816.0,2493,2.354107649,1032,3.06,712.0,3.65,2261.0,26.7,62.1,1516.0,27.8,1297.0,23.6,1171.0,1375.0,19.9,25.2,12.6,37.8,7.4,909.0,5.3,5.3,3.3,8.4,14.1,20.8,11.8,17.9,7.3,5.7,66250.0,85598.0,5.7111841839999995
6037183101,1831.01,3326,2.4189090909999997,1266,2.9,845.0,3.49,2636.0,44.6,42.7,2026.0,39.2,550.0,63.6,1224.0,994.0,17.9,22.4,10.9,33.3,12.6,1295.0,8.0,1.7,11.5,16.1,8.8,7.0,12.7,22.0,5.1,7.0,64500.0,80726.0,5.785365361
6037183103,1831.03,2889,1.953346856,1390,3.19,963.0,3.66,2864.0,37.7,49.8,2414.0,45.4,334.0,29.3,1335.0,1104.0,17.1,12.8,5.1,17.9,21.8,2084.0,2.1,3.5,15.4,9.3,16.0,24.5,7.2,16.5,5.5,0.0,53396.0,61858.0,5.7036527370000005
6037183220,1832.2,2711,2.2686192469999997,1173,3.73,917.0,4.27,2950.0,42.4,43.5,2480.0,38.6,308.0,48.1,1256.0,1051.0,24.3,13.7,3.7,17.4,18.6,2091.0,7.4,7.2,13.0,6.4,19.4,21.6,8.9,10.6,3.2,2.4,46710.0,62149.0,5.750812194
6037183221,1832.21,2425,2.257914339,996,3.09,735.0,3.36,2038.0,39.1,42.5,1575.0,33.5,709.0,47.2,820.0,956.0,24.3,22.4,9.3,31.7,21.0,1401.0,1.5,7.2,13.8,9.3,16.3,13.6,10.5,14.2,6.0,7.6,55100.0,78643.0,5.769448692999999
6037183222,1832.22,3151,2.281679942,1282,2.69,676.0,3.99,2623.0,40.2,38.3,1379.0,39.2,900.0,31.7,902.0,993.0,22.6,25.5,12.0,37.4,14.5,1303.0,9.4,11.8,7.1,12.6,13.1,8.2,6.6,17.2,5.0,9.0,46445.0,88952.0,5.705915481
6037183300,1833.0,2399,2.2782526119999997,1011,3.33,765.0,3.79,2352.0,40.4,46.4,1689.0,39.6,449.0,34.3,884.0,933.0,19.8,18.7,4.3,23.0,15.4,1120.0,8.2,4.3,10.4,5.2,13.6,19.6,17.6,12.3,8.0,0.9,61576.0,67432.0,5.735522812
6037183401,1834.01,2018,2.338354577,765,3.14,522.0,3.74,1719.0,32.6,52.6,1340.0,27.5,311.0,55.9,835.0,561.0,15.9,20.8,4.5,25.4,9.3,976.0,7.7,4.1,9.3,13.2,14.9,15.7,9.9,13.1,4.8,7.3,50739.0,71927.0,5.68169878
6037183402,1834.02,1974,1.901734104,912,3.23,607.0,3.76,1886.0,38.1,44.4,1119.0,40.0,563.0,30.4,837.0,728.0,17.6,28.2,6.2,34.4,22.0,1274.0,10.0,6.1,8.1,12.4,17.0,11.7,11.1,10.0,6.3,7.3,44103.0,75186.0,5.785900195
6037183610,1836.1,1961,1.902036857,961,3.5,607.0,4.32,2249.0,28.5,53.6,2246.0,31.7,309.0,9.4,1040.0,754.0,17.0,7.4,6.3,13.7,30.5,2032.0,10.4,5.9,15.2,13.3,10.2,20.5,14.3,7.1,2.1,1.0,41311.0,53571.0,5.778980001
6037183620,1836.2,2194,2.185258964,934,3.54,639.0,4.13,1980.0,41.6,46.2,1779.0,39.6,434.0,45.6,919.0,908.0,17.8,16.2,4.7,20.9,22.4,1810.0,7.9,3.6,10.5,11.1,17.0,23.3,9.1,9.6,4.1,3.6,49286.0,62384.0,5.752208586
6037183701,1837.01,2370,1.702586207,1297,2.94,737.0,3.9,2642.0,27.1,50.2,2678.0,26.3,256.0,15.2,1185.0,1178.0,13.4,13.4,6.2,19.6,28.6,1834.0,7.9,4.7,15.2,7.3,20.0,20.6,14.6,5.5,3.3,0.8,45061.0,54547.0,5.665889675
6037183702,1837.02,2696,2.338248049,1083,2.99,736.0,3.45,2244.0,45.2,36.3,1544.0,49.9,462.0,24.9,949.0,837.0,12.3,20.9,12.0,32.9,16.6,1195.0,3.1,1.9,8.9,10.2,19.4,26.1,6.6,12.9,8.6,2.3,55728.0,72912.0,5.678966378999999
6037183810,1838.1,2052,1.484804631,1280,3.25,921.0,3.78,2804.0,37.0,52.2,2658.0,35.8,365.0,30.7,1213.0,1114.0,9.4,14.1,6.9,21.0,31.2,2312.0,6.3,11.3,12.7,19.8,13.5,13.1,13.4,8.0,1.3,0.6,35000.0,47686.0,5.731734146
6037183820,1838.2,2151,1.96978022,1037,3.86,809.0,4.35,2382.0,39.4,45.5,2546.0,37.2,125.0,61.6,854.0,957.0,12.8,5.8,2.7,8.5,35.4,2702.0,10.8,9.5,19.7,18.6,16.1,15.4,0.9,6.6,2.4,0.0,28040.0,39970.0,5.747337368999999
6037185100,1851.0,5173,2.246200608,2149,2.85,1506.0,3.45,4884.0,48.6,38.2,2723.0,37.3,1749.0,58.3,1851.0,1566.0,16.7,26.0,15.8,41.8,22.3,3241.0,6.0,4.0,18.4,6.1,11.5,12.2,8.5,13.9,7.5,12.0,52207.0,89281.0,5.79426544
6037185320,1853.2,1589,1.655208333,862,3.25,556.0,4.06,1844.0,37.3,48.3,2090.0,35.9,107.0,14.0,802.0,577.0,8.7,4.8,3.1,7.9,22.4,1842.0,13.9,12.2,8.8,15.0,23.5,13.1,10.8,2.3,0.0,0.3,35063.0,38919.0,5.892755641
6037186100,1861.0,4240,2.293131422,1782,2.6,1088.0,3.35,3542.0,49.1,35.4,1148.0,47.5,1200.0,45.8,1347.0,1128.0,15.8,32.2,12.7,44.9,10.6,1484.0,3.6,8.4,7.6,10.5,9.9,12.5,10.3,24.3,6.6,6.2,62500.0,81762.0,5.838254964
6037186201,1862.01,2173,1.795867769,1154,2.85,760.0,3.37,2390.0,38.7,39.8,1000.0,46.1,441.0,28.3,727.0,907.0,16.4,35.5,6.7,42.2,17.5,1588.0,8.5,9.3,18.0,5.5,19.5,17.1,10.9,11.1,0.2,0.0,45000.0,49494.0,5.903684158
6037186202,1862.02,1558,2.0773333330000003,699,2.91,525.0,3.4,1402.0,53.1,34.0,502.0,43.6,354.0,49.2,630.0,482.0,17.5,26.8,12.6,39.4,13.0,559.0,4.4,3.9,9.9,8.7,5.7,17.5,18.5,22.9,2.6,6.0,72396.0,83588.0,6.026119486
6037186301,1863.01,1908,1.950920245,914,3.39,591.0,4.06,1927.0,29.3,53.4,1789.0,29.8,396.0,29.0,961.0,623.0,18.5,11.3,5.9,17.2,33.9,1987.0,10.1,6.5,15.3,16.2,15.2,13.2,9.5,7.9,3.8,2.3,36125.0,55302.0,5.804544898
6037186302,1863.02,4196,2.240256273,1697,2.8,1052.0,3.39,3566.0,43.6,40.3,1834.0,45.4,1057.0,34.1,1486.0,1168.0,20.5,24.8,9.3,34.1,21.6,1604.0,4.0,2.9,9.0,5.8,16.7,22.5,11.3,10.4,8.9,8.6,61541.0,88317.0,5.715321253
6037186401,1864.01,1839,1.7530981890000001,991,3.65,791.0,3.89,2299.0,32.7,50.5,2262.0,30.1,155.0,25.2,1036.0,726.0,15.1,13.8,2.3,16.1,31.6,2092.0,6.4,15.6,15.9,16.1,9.7,20.2,5.8,5.9,1.9,2.5,31530.0,49505.0,5.803509692
